Race Type,Gender,Bib,Name,Nationality Flag,Gun Time,Rank,Gender Rank,Chip Time,Speed (Km/Hr),Pace (min/km)
MARATHON,Male,1500,27cfc18a-2f08-48bf-b738-b20b28bacb01,[img:flags/SA.gif],03:36:54.537,48 / 462,47 / 409,03:36:24.971,11.6 Km/Hr,5:07 min/km
MARATHON,Male,1102,57d5a7f6-08b6-4e84-a2bd-6bd3e2369dda,[img:flags/RU.gif],03:36:40.188,49 / 462,48 / 409,03:36:39.331,11.6 Km/Hr,5:08 min/km
MARATHON,Male,1909,638261c4-37bf-4155-a864-ec25842729d0,[img:flags/GB.gif],03:38:06.552,50 / 462,49 / 409,03:37:48.614,11.6 Km/Hr,5:09 min/km
MARATHON,Male,1099,e070b006-63da-429c-be64-4e8015396877,[img:flags/KW.gif],03:39:54.207,51 / 462,50 / 409,03:39:47.000,11.5 Km/Hr,5:12 min/km
MARATHON,Male,1285,059c2fdb-15c6-49b9-a86a-bd06fd363837,[img:flags/RU.gif],03:40:06.794,52 / 462,51 / 409,03:40:03.875,11.5 Km/Hr,5:12 min/km
MARATHON,Male,1599,59ba0da8-3699-4bc5-82dc-c8f143944983,[img:flags/CA.gif],03:40:32.046,53 / 462,52 / 409,03:40:26.339,11.4 Km/Hr,5:13 min/km
MARATHON,Male,1663,53018e42-f218-4cef-8905-a1235a5dc9fb,[img:flags/BH.gif],03:40:54.925,54 / 462,53 / 409,03:40:30.937,11.4 Km/Hr,5:13 min/km
MARATHON,Male,1507,5c2ac77d-48f4-4ee1-a73b-1264cc07dfd5,[img:flags/FR.gif],03:41:36.648,55 / 462,54 / 409,03:41:36.096,11.4 Km/Hr,5:15 min/km
MARATHON,Male,1542,c041c552-596e-4981-ae5f-a463e035dced,[img:flags/LB.gif],03:42:07.230,56 / 462,55 / 409,03:41:54.698,11.4 Km/Hr,5:15 min/km
MARATHON,Male,1110,fdd56504-707f-48d6-bb34-7085d1f2c488,[img:flags/GB.gif],03:43:12.055,57 / 462,56 / 409,03:42:55.761,11.3 Km/Hr,5:16 min/km
MARATHON,Male,1561,edb646a2-6807-4ebc-a485-7392c07b0cbc,[img:flags/SA.gif],03:43:08.807,58 / 462,57 / 409,03:43:08.469,11.3 Km/Hr,5:17 min/km
MARATHON,Male,1363,63c50c72-f0f5-462f-9ffc-186b565c97c7,[img:flags/ZA.gif],03:44:30.657,59 / 462,58 / 409,03:44:23.966,11.2 Km/Hr,5:19 min/km
MARATHON,Male,1875,13b5077d-b500-4df2-8be5-452d27d25ff5,[img:flags/EG.gif],03:44:59.772,60 / 462,59 / 409,03:44:24.191,11.2 Km/Hr,5:19 min/km
MARATHON,Male,1353,033fdf1e-1522-4daf-bba8-9c869cd3e5a5,[img:flags/ZA.gif],03:45:07.200,61 / 462,60 / 409,03:45:03.131,11.2 Km/Hr,5:19 min/km
MARATHON,Male,1279,ea618e09-1091-44bb-9ad6-59d9f0f92444,[img:flags/DE.gif],03:45:47.624,62 / 462,61 / 409,03:45:25.235,11.2 Km/Hr,5:20 min/km
MARATHON,Male,1588,04f5b66a-56ce-4797-a490-332c983b0ee5,[img:flags/SA.gif],03:46:28.227,63 / 462,62 / 409,03:46:02.410,11.2 Km/Hr,5:21 min/km
MARATHON,Male,1351,d23c2390-2df6-4335-8b00-e25b836fd727,[img:flags/RU.gif],03:46:50.033,64 / 462,63 / 409,03:46:38.910,11.1 Km/Hr,5:22 min/km
MARATHON,Male,1426,694aa36d-6c9d-4800-b210-d95d93a3b529,,03:46:45.714,65 / 462,64 / 409,03:46:40.086,11.1 Km/Hr,5:22 min/km
MARATHON,Male,1554,a788fdca-b55a-442a-9922-293f82271caf,[img:flags/LB.gif],03:46:52.921,66 / 462,65 / 409,03:46:50.000,11.1 Km/Hr,5:22 min/km
MARATHON,Male,1600,d8297340-e475-401e-9fcd-4bdb7586af34,[img:flags/FR.gif],03:47:08.733,67 / 462,66 / 409,03:46:54.214,11.1 Km/Hr,5:22 min/km
MARATHON,Male,1464,3e14af31-1861-4f2b-8b0a-7ae9b7f280a2,[img:flags/SA.gif],03:47:27.284,68 / 462,67 / 409,03:47:15.950,11.1 Km/Hr,5:23 min/km
MARATHON,Male,1491,f985bca8-2c85-494e-bec7-6fb567cc28f2,[img:flags/ES.gif],03:47:27.696,69 / 462,68 / 409,03:47:24.006,11.1 Km/Hr,5:23 min/km
MARATHON,Male,1413,325f88a1-0f2a-4505-9f26-d660e6c3e925,[img:flags/BH.gif],03:48:04.786,70 / 462,69 / 409,03:47:41.970,11.1 Km/Hr,5:23 min/km
MARATHON,Male,1903,7b18e8ba-3eac-4509-af16-9c944cead1c0,[img:flags/SA.gif],03:47:49.984,71 / 462,70 / 409,03:47:44.441,11.1 Km/Hr,5:23 min/km
MARATHON,Male,1051,fdb3e5e4-2ecc-43a2-9bde-4da452cb3663,[img:flags/SA.gif],03:48:21.286,72 / 462,71 / 409,03:47:48.711,11.1 Km/Hr,5:23 min/km
MARATHON,Male,1641,a43724d0-8730-4502-9915-2846f1db2b6b,[img:flags/SA.gif],03:48:34.526,73 / 462,72 / 409,03:47:58.555,11.1 Km/Hr,5:24 min/km
MARATHON,Male,1677,3edf1b59-afd2-4e0c-a6c6-015bb66b2f77,[img:flags/SA.gif],03:48:25.794,74 / 462,73 / 409,03:48:25.656,11.0 Km/Hr,5:24 min/km
MARATHON,Male,1372,2a19ff6d-a3a6-409e-82fd-ae584ccbb750,[img:flags/SA.gif],03:48:44.999,75 / 462,74 / 409,03:48:42.676,11.0 Km/Hr,5:25 min/km
MARATHON,Male,1557,37b87bbe-07b2-40f4-a2c3-b827afc1a183,[img:flags/ZA.gif],03:49:17.846,76 / 462,75 / 409,03:49:15.026,11.0 Km/Hr,5:25 min/km
MARATHON,Male,1492,43d26d29-7edc-41eb-9cf0-0df2423c19ec,[img:flags/FR.gif],03:50:27.517,78 / 462,76 / 409,03:50:27.517,10.9 Km/Hr,5:27 min/km
MARATHON,Male,1055,bbcbb742-904b-43a4-a1ea-09cb3f88c894,[img:flags/PH.gif],03:51:04.529,79 / 462,77 / 409,03:50:31.072,10.9 Km/Hr,5:27 min/km
MARATHON,Male,1471,91f74e2c-e713-4fbb-95bf-c7d04b54b41a,[img:flags/ZA.gif],03:50:44.176,80 / 462,78 / 409,03:50:38.000,10.9 Km/Hr,5:27 min/km
MARATHON,Male,1527,59064c87-45dc-44c5-bad3-0fd4284fc869,[img:flags/SA.gif],03:51:19.309,81 / 462,79 / 409,03:51:07.357,10.9 Km/Hr,5:28 min/km
MARATHON,Male,1499,a3fe960c-8e2b-4eb7-81db-d916bd11ccf4,[img:flags/ES.gif],03:51:39.190,82 / 462,80 / 409,03:51:35.019,10.9 Km/Hr,5:29 min/km
MARATHON,Male,1323,53dd82c3-d0b3-48a5-a45c-6d3d518f6f11,[img:flags/GB.gif],03:52:10.232,83 / 462,81 / 409,03:51:56.603,10.9 Km/Hr,5:29 min/km
MARATHON,Male,1659,fc47ff14-f621-41b2-901d-125df713b496,[img:flags/ZA.gif],03:52:31.019,84 / 462,82 / 409,03:52:27.268,10.8 Km/Hr,5:30 min/km
MARATHON,Male,1845,014b052b-4353-42bb-8736-6306ef555cd2,[img:flags/SA.gif],03:52:38.520,85 / 462,83 / 409,03:52:33.808,10.8 Km/Hr,5:30 min/km
MARATHON,Male,1440,7569be3a-b65f-476f-ac3c-28606947c752,[img:flags/FR.gif],03:53:57.251,86 / 462,84 / 409,03:53:46.958,10.8 Km/Hr,5:32 min/km
MARATHON,Male,1510,50f41486-8199-4b7e-8e30-1bcea550bef3,[img:flags/FR.gif],03:54:02.651,87 / 462,85 / 409,03:53:47.077,10.8 Km/Hr,5:32 min/km
MARATHON,Male,1410,8b25a0d5-b4ec-466a-9e5b-db6edb2ed66d,[img:flags/FR.gif],03:54:02.772,88 / 462,86 / 409,03:53:48.001,10.8 Km/Hr,5:32 min/km
MARATHON,Male,1679,48f86a7f-8b68-4689-b279-a4b30cef61a7,[img:flags/SA.gif],03:54:23.301,89 / 462,87 / 409,03:54:07.989,10.8 Km/Hr,5:32 min/km
MARATHON,Male,1934,366dc121-04c3-4582-b761-02c76e83733b,[img:flags/SA.gif],03:54:24.855,90 / 462,88 / 409,03:54:12.443,10.8 Km/Hr,5:32 min/km
MARATHON,Male,1408,1ca4d61d-84ae-41c0-b89e-ab5f74f46189,[img:flags/ZA.gif],03:54:22.735,91 / 462,89 / 409,03:54:19.841,10.8 Km/Hr,5:33 min/km
MARATHON,Male,1121,5a72656f-378e-4351-a35b-ee486ca415f1,[img:flags/ZA.gif],03:55:03.396,92 / 462,90 / 409,03:54:46.037,10.7 Km/Hr,5:33 min/km
MARATHON,Male,1645,a3438654-585c-4be3-b048-546f94e4a3c5,[img:flags/SA.gif],03:55:19.682,93 / 462,91 / 409,03:55:09.274,10.7 Km/Hr,5:34 min/km
MARATHON,Male,1578,bb318df5-19b9-470d-8f74-eef27a1a6299,[img:flags/SA.gif],03:55:20.566,94 / 462,92 / 409,03:55:11.860,10.7 Km/Hr,5:34 min/km
MARATHON,Male,1119,d9e856fc-21ff-4add-97c9-b946e1ded81f,[img:flags/IN.gif],03:56:02.483,95 / 462,93 / 409,03:55:56.000,10.7 Km/Hr,5:35 min/km
MARATHON,Male,1273,a6254dc1-75bd-4c1a-b5f8-97ac72c0cd58,[img:flags/DE.gif],03:56:28.615,96 / 462,94 / 409,03:56:15.720,10.7 Km/Hr,5:35 min/km
MARATHON,Male,1852,4e0073dc-ffc4-40a7-bba3-1f5e5fff4c15,[img:flags/IN.gif],03:56:23.324,97 / 462,95 / 409,03:56:22.000,10.7 Km/Hr,5:36 min/km
MARATHON,Male,1360,932a0cbd-599d-42a1-9f3c-6baa1c975f56,[img:flags/GB.gif],03:56:33.652,98 / 462,96 / 409,03:56:24.244,10.7 Km/Hr,5:36 min/km
MARATHON,Male,1247,f72d3397-1683-4e8a-b0f8-34a3f17a3db2,[img:flags/SA.gif],03:56:42.342,99 / 462,97 / 409,03:56:42.342,10.6 Km/Hr,5:36 min/km
MARATHON,Male,1299,6f41bc4f-4fa7-4808-bc5d-fe640d3be2b7,[img:flags/AE.gif],03:57:21.191,100 / 462,98 / 409,03:57:17.442,10.6 Km/Hr,5:37 min/km
MARATHON,Male,1594,5ab1edc7-df17-4119-94fb-4afb02f90d38,[img:flags/PL.gif],03:57:23.457,101 / 462,99 / 409,03:57:22.218,10.6 Km/Hr,5:37 min/km
MARATHON,Male,1503,017a30a4-8390-4bc0-a08e-decc7173f955,[img:flags/GB.gif],03:57:44.200,102 / 462,100 / 409,03:57:26.297,10.6 Km/Hr,5:37 min/km
MARATHON,Male,1044,460c29a3-9456-413b-ad62-59a671ec30f6,[img:flags/SA.gif],03:57:49.577,103 / 462,101 / 409,03:57:41.426,10.6 Km/Hr,5:37 min/km
MARATHON,Male,1859,51c04db7-4bab-4f83-bceb-198dd9d91458,[img:flags/DE.gif],03:58:17.719,104 / 462,102 / 409,03:58:06.947,10.6 Km/Hr,5:38 min/km
MARATHON,Male,1546,ddbe0a80-5166-4d65-9d08-ac3d761d4615,[img:flags/FR.gif],03:58:25.401,105 / 462,103 / 409,03:58:14.811,10.6 Km/Hr,5:38 min/km
MARATHON,Male,1605,bb714f00-458b-4489-9170-7fed5e34d549,[img:flags/SA.gif],03:58:34.210,106 / 462,104 / 409,03:58:28.498,10.6 Km/Hr,5:39 min/km
MARATHON,Male,1864,6e415772-4256-4d62-81e7-b075c51cad6d,[img:flags/NL.gif],03:59:39.468,107 / 462,105 / 409,03:59:13.086,10.5 Km/Hr,5:40 min/km
MARATHON,Male,1857,29560575-09a2-4526-9c09-5ab2678c0244,[img:flags/LB.gif],03:59:36.427,108 / 462,106 / 409,03:59:34.968,10.5 Km/Hr,5:40 min/km
MARATHON,Male,1307,21c34637-c82b-47f7-98a2-3f35accdf0a2,,04:00:04.549,109 / 462,107 / 409,03:59:47.404,10.5 Km/Hr,5:40 min/km
MARATHON,Male,1218,563d435e-1955-4ec4-a045-2fa4c9700f9f,[img:flags/SA.gif],03:59:59.530,110 / 462,108 / 409,03:59:58.192,10.5 Km/Hr,5:41 min/km
MARATHON,Male,1919,2629aa89-4c75-467f-8dd2-366c94234731,[img:flags/BH.gif],04:01:19.118,112 / 462,109 / 409,04:00:55.027,10.5 Km/Hr,5:42 min/km
MARATHON,Male,1606,f39c749e-d1a1-477f-8598-7bc6eed1f0be,[img:flags/PT.gif],04:02:10.463,114 / 462,110 / 409,04:02:04.917,10.4 Km/Hr,5:44 min/km
MARATHON,Male,1056,a200768c-6c39-41ef-8f53-ebfb1f7490fd,[img:flags/PL.gif],04:02:29.462,115 / 462,111 / 409,04:02:26.400,10.4 Km/Hr,5:44 min/km
MARATHON,Male,1652,07b81d9b-6023-4752-b351-ef191b2f5608,[img:flags/BR.gif],04:03:22.536,116 / 462,112 / 409,04:03:05.298,10.4 Km/Hr,5:45 min/km
MARATHON,Male,1306,5ab7d0b4-2cbd-4229-bd0a-12b41aae2625,[img:flags/GB.gif],04:03:26.957,117 / 462,113 / 409,04:03:24.860,10.4 Km/Hr,5:46 min/km
MARATHON,Male,1890,401ef8a4-c2df-4bd1-9ab2-ce299a162ce5,[img:flags/SA.gif],04:04:20.979,118 / 462,114 / 409,04:04:07.627,10.3 Km/Hr,5:47 min/km
MARATHON,Male,1215,c71d4a1e-e419-4f07-b647-d2c4890726a8,[img:flags/SA.gif],04:04:31.610,119 / 462,115 / 409,04:04:19.978,10.3 Km/Hr,5:47 min/km
MARATHON,Male,1847,9f431d36-68fb-475d-aab3-52078d102930,[img:flags/SA.gif],04:05:44.434,121 / 462,116 / 409,04:05:35.751,10.3 Km/Hr,5:49 min/km
MARATHON,Male,1846,0296383d-03fc-49ad-91d1-6ea02fb720d3,[img:flags/GB.gif],04:06:10.881,122 / 462,117 / 409,04:06:02.856,10.2 Km/Hr,5:49 min/km
MARATHON,Male,1067,ebfa14b7-9550-4c3a-b082-e49afd933bb6,[img:flags/BH.gif],04:06:49.789,123 / 462,118 / 409,04:06:32.328,10.2 Km/Hr,5:50 min/km
MARATHON,Male,1647,08005580-d6a9-4536-a48a-fd916016146a,[img:flags/SA.gif],04:06:48.543,124 / 462,119 / 409,04:06:48.085,10.2 Km/Hr,5:50 min/km
MARATHON,Male,1421,a7ff0454-7a8a-4f19-a899-7d3902e3e7e5,[img:flags/GB.gif],04:07:15.045,125 / 462,120 / 409,04:06:52.580,10.2 Km/Hr,5:51 min/km
MARATHON,Male,1451,2ce15bd6-03fc-4d6c-87ea-a4663596ffcd,[img:flags/SA.gif],04:06:56.462,126 / 462,121 / 409,04:06:53.644,10.2 Km/Hr,5:51 min/km
MARATHON,Male,1314,99f449a3-c31c-4a20-ae3f-6bb646753475,[img:flags/PS.gif],04:07:38.483,127 / 462,122 / 409,04:07:07.604,10.2 Km/Hr,5:51 min/km
MARATHON,Male,1858,1aee90d6-f34a-48ff-bd43-3a1f799154b5,[img:flags/SA.gif],04:07:57.832,129 / 462,123 / 409,04:07:47.509,10.2 Km/Hr,5:52 min/km
MARATHON,Male,1305,f57f015d-1061-4a71-b0f9-3d9196e2bb4b,[img:flags/RU.gif],04:08:10.833,130 / 462,124 / 409,04:07:47.696,10.2 Km/Hr,5:52 min/km
MARATHON,Male,1496,cea10562-62fe-48e2-ac7d-617bbf6e9a12,[img:flags/TD.gif],04:07:56.552,131 / 462,125 / 409,04:07:51.618,10.2 Km/Hr,5:52 min/km
MARATHON,Male,1551,c99a32c4-3014-4f0d-a024-ea856964f5b7,[img:flags/SA.gif],04:08:33.242,132 / 462,126 / 409,04:08:14.861,10.1 Km/Hr,5:52 min/km
MARATHON,Male,1374,8f15a15b-c0c3-482c-8e80-a6009399a2d3,[img:flags/SA.gif],04:08:36.027,133 / 462,127 / 409,04:08:36.027,10.1 Km/Hr,5:53 min/km
MARATHON,Male,1202,593866d7-505c-404e-9149-6dcefff7076b,[img:flags/GB.gif],04:08:45.813,134 / 462,128 / 409,04:08:38.821,10.1 Km/Hr,5:53 min/km
MARATHON,Male,1873,b051746c-d77f-4433-9c99-d0bc94dded55,[img:flags/PL.gif],04:09:03.969,135 / 462,129 / 409,04:08:59.505,10.1 Km/Hr,5:54 min/km
MARATHON,Male,1467,65db32e0-53f9-4dba-b4ab-2f1bec67cafa,[img:flags/SA.gif],04:09:33.304,136 / 462,130 / 409,04:09:23.869,10.1 Km/Hr,5:54 min/km
MARATHON,Male,1942,a19770c2-7f6b-44ce-9949-8cbc60e65f33,[img:flags/HU.gif],04:10:00.801,137 / 462,131 / 409,04:09:51.309,10.1 Km/Hr,5:55 min/km
MARATHON,Male,1502,aac4ed2c-1c53-48c6-a85e-8b9c194a319b,[img:flags/SA.gif],04:10:21.754,138 / 462,132 / 409,04:10:01.285,10.1 Km/Hr,5:55 min/km
MARATHON,Male,1488,6e813a8e-75f2-455f-9b9c-c05fabf49113,,04:10:25.738,139 / 462,133 / 409,04:10:17.086,10.1 Km/Hr,5:55 min/km
MARATHON,Male,1333,98d7dbb7-ccaa-4940-bb9d-3d6f63f7522f,[img:flags/SA.gif],04:11:07.467,141 / 462,134 / 409,04:10:42.799,10.0 Km/Hr,5:56 min/km
MARATHON,Male,1560,e299d811-55ee-4be3-977e-00c9ec1fc0da,[img:flags/ZA.gif],04:10:55.502,142 / 462,135 / 409,04:10:51.749,10.0 Km/Hr,5:56 min/km
MARATHON,Male,1945,b1920b1b-0683-44ca-b53d-e4411d5a10f9,[img:flags/FR.gif],04:11:47.963,144 / 462,136 / 409,04:11:31.569,10.0 Km/Hr,5:57 min/km
MARATHON,Male,1816,c44923df-b78d-4475-996e-77bc2fa3ac88,[img:flags/SA.gif],04:11:48.181,145 / 462,137 / 409,04:11:48.181,10.0 Km/Hr,5:58 min/km
MARATHON,Male,1113,f883384a-ad31-4e91-a6c8-b0818d79f6a6,[img:flags/AU.gif],04:12:17.339,146 / 462,138 / 409,04:11:53.279,10.0 Km/Hr,5:58 min/km
MARATHON,Male,1651,142f6082-78a8-4b38-a8c7-1eb1b6a518f3,[img:flags/MA.gif],04:12:29.845,147 / 462,139 / 409,04:12:15.515,10.0 Km/Hr,5:58 min/km
MARATHON,Male,1556,c7997f99-4a7b-4a69-a876-630194e526ac,[img:flags/CA.gif],04:12:35.802,148 / 462,140 / 409,04:12:17.901,10.0 Km/Hr,5:58 min/km
MARATHON,Male,1869,c426d7c9-7dd1-4de3-95fa-073f56b288a6,,04:13:36.785,150 / 462,141 / 409,04:13:29.035,9.9 Km/Hr,6:00 min/km
MARATHON,Male,1369,ad946dcb-6ce8-4f70-9bd8-46ca10c90c10,[img:flags/PS.gif],04:14:15.585,151 / 462,142 / 409,04:13:51.960,9.9 Km/Hr,6:00 min/km
MARATHON,Male,1075,21bafb6a-85a2-438a-afbc-611f9c95e8c7,[img:flags/MY.gif],04:14:32.385,153 / 462,143 / 409,04:14:22.292,9.9 Km/Hr,6:01 min/km
MARATHON,Male,1610,5e46a959-c08f-491a-b9f9-bd93bd5d3bcd,[img:flags/IN.gif],04:14:32.926,154 / 462,144 / 409,04:14:32.926,9.9 Km/Hr,6:01 min/km
MARATHON,Male,1406,de4ed143-095b-4a9e-b1d2-298ab1c37ed2,[img:flags/EG.gif],04:14:45.722,155 / 462,145 / 409,04:14:35.796,9.9 Km/Hr,6:01 min/km
MARATHON,Male,1149,24896285-11db-4022-b5b5-4437353defe9,[img:flags/GB.gif],04:14:55.506,156 / 462,146 / 409,04:14:49.285,9.9 Km/Hr,6:02 min/km
MARATHON,Male,1409,bdb302e5-22fa-4f5b-b1ca-a39064eb97ab,[img:flags/PH.gif],04:15:08.872,158 / 462,147 / 409,04:14:50.667,9.9 Km/Hr,6:02 min/km
MARATHON,Male,1674,864a30f8-f202-4ba9-b72c-a833cdb90111,[img:flags/LB.gif],04:15:09.966,159 / 462,148 / 409,04:15:06.595,9.9 Km/Hr,6:02 min/km
MARATHON,Male,1633,add9f177-0aa0-40b3-a60f-6ea6a72aa18b,[img:flags/IN.gif],04:15:23.488,160 / 462,149 / 409,04:15:11.818,9.9 Km/Hr,6:02 min/km
MARATHON,Male,1948,43e8b971-abcd-44f1-accc-2a27e9669fa3,[img:flags/AE.gif],04:15:29.481,161 / 462,150 / 409,04:15:28.391,9.9 Km/Hr,6:03 min/km
MARATHON,Male,1552,2689d33b-8ad6-495f-8283-e67e469025c9,[img:flags/CA.gif],04:15:58.380,162 / 462,151 / 409,04:15:40.579,9.9 Km/Hr,6:03 min/km
MARATHON,Male,1580,aed56584-d27e-4c99-ad64-c79edb44051d,[img:flags/ES.gif],04:16:24.027,163 / 462,152 / 409,04:16:15.461,9.8 Km/Hr,6:04 min/km
MARATHON,Male,1636,7924d26a-340e-4307-9d3c-656aa0c815a5,[img:flags/IN.gif],04:17:14.399,164 / 462,153 / 409,04:16:54.246,9.8 Km/Hr,6:05 min/km
MARATHON,Male,1148,7fdf644a-86ed-4962-9d5e-82fb3f4dcbe3,[img:flags/IN.gif],04:17:16.329,165 / 462,154 / 409,04:16:56.229,9.8 Km/Hr,6:05 min/km
MARATHON,Male,1329,bad19ffc-b79c-49c6-a0e3-8d7e9e7288e1,[img:flags/SA.gif],04:18:21.218,167 / 462,155 / 409,04:17:54.579,9.8 Km/Hr,6:06 min/km
MARATHON,Male,1931,659f5407-06f3-4945-a42e-be80ebaa4cb6,[img:flags/SA.gif],04:18:00.341,168 / 462,156 / 409,04:17:59.617,9.8 Km/Hr,6:06 min/km
MARATHON,Male,1422,5d7950af-4c49-4d46-9d9e-9c9d37ed189a,[img:flags/ZA.gif],04:20:16.640,170 / 462,157 / 409,04:20:13.295,9.7 Km/Hr,6:09 min/km
MARATHON,Male,1544,71551aa9-cbea-4061-9c8c-a1a8d60db62e,[img:flags/SA.gif],04:21:32.271,173 / 462,158 / 409,04:21:32.271,9.6 Km/Hr,6:11 min/km
MARATHON,Male,1558,4ea82d9b-b63a-49aa-8969-629111c51589,[img:flags/YE.gif],04:22:02.251,174 / 462,159 / 409,04:21:36.752,9.6 Km/Hr,6:11 min/km
MARATHON,Male,1550,0b165c19-aa40-4807-8043-2df641407812,[img:flags/RU.gif],04:22:04.742,176 / 462,160 / 409,04:21:57.582,9.6 Km/Hr,6:12 min/km
MARATHON,Male,1896,d2a60c84-618e-4fb5-a3fc-de9e00f3ca15,[img:flags/GB.gif],04:23:20.922,178 / 462,161 / 409,04:23:08.574,9.6 Km/Hr,6:14 min/km
MARATHON,Male,1906,e9742cbc-c805-4851-9c5d-3823aadd35c4,[img:flags/SA.gif],04:23:31.988,179 / 462,162 / 409,04:23:14.237,9.6 Km/Hr,6:14 min/km
MARATHON,Male,1699,b04f5143-52b4-401b-b7f7-68af0de4bbaa,[img:flags/GB.gif],04:23:48.064,180 / 462,163 / 409,04:23:30.315,9.6 Km/Hr,6:14 min/km
MARATHON,Male,1553,0b136202-ab78-4890-b200-db3760807f26,[img:flags/SA.gif],04:23:40.960,181 / 462,164 / 409,04:23:31.255,9.6 Km/Hr,6:14 min/km
MARATHON,Male,1643,e4d0863f-b61c-4f0d-816e-4eff10371454,[img:flags/SA.gif],04:24:36.324,183 / 462,165 / 409,04:24:27.374,9.5 Km/Hr,6:16 min/km
MARATHON,Male,1432,26f6f369-058d-46f9-8bcd-e7e3fc30a21e,[img:flags/SA.gif],04:25:33.533,185 / 462,166 / 409,04:25:25.744,9.5 Km/Hr,6:17 min/km
MARATHON,Male,1286,0a626b21-81d1-40a5-a871-2a38f3ee36e5,[img:flags/LB.gif],04:26:01.916,186 / 462,167 / 409,04:25:43.693,9.5 Km/Hr,6:17 min/km
MARATHON,Male,1424,5aaf5fc1-74b7-41ac-b73f-a09cd3952771,[img:flags/LY.gif],04:27:02.009,187 / 462,168 / 409,04:26:26.424,9.5 Km/Hr,6:18 min/km
MARATHON,Male,1229,7fb2175c-fcf8-42a1-87b4-20899053a66b,[img:flags/PK.gif],04:26:38.297,188 / 462,169 / 409,04:26:30.528,9.5 Km/Hr,6:18 min/km
MARATHON,Male,1851,81b1eba6-f34d-4aa9-aefc-fb8f25b73fa7,,04:27:18.240,190 / 462,170 / 409,04:27:06.905,9.4 Km/Hr,6:19 min/km
MARATHON,Male,1666,43008cdf-2ea4-40ae-8bc3-07a3ca27f97d,[img:flags/YE.gif],04:27:29.062,191 / 462,171 / 409,04:27:20.694,9.4 Km/Hr,6:20 min/km
MARATHON,Male,1076,ad965e4e-4d4f-4730-8b07-7b0d9e52039d,[img:flags/JP.gif],04:28:07.724,192 / 462,172 / 409,04:27:56.182,9.4 Km/Hr,6:20 min/km
MARATHON,Male,1897,8ff19618-888b-4682-9f5a-34a63cb7ce4c,,04:28:58.662,193 / 462,173 / 409,04:28:29.493,9.4 Km/Hr,6:21 min/km
MARATHON,Male,1265,4d4ad0a0-1579-4b6b-b7aa-aaf1ae0978c1,[img:flags/SA.gif],04:28:59.215,194 / 462,174 / 409,04:28:43.640,9.4 Km/Hr,6:22 min/km
MARATHON,Male,1656,a38027da-11e8-4e4d-97d2-8127645799ce,[img:flags/PH.gif],04:29:54.024,195 / 462,175 / 409,04:29:33.130,9.3 Km/Hr,6:23 min/km
MARATHON,Male,1898,3c3c0ff7-88ca-42c4-8878-3dbc9b25f75e,[img:flags/SA.gif],04:30:40.050,196 / 462,176 / 409,04:30:30.007,9.3 Km/Hr,6:24 min/km
MARATHON,Male,1147,7534d403-f1e1-4af3-91b9-4451a7d09f75,[img:flags/SA.gif],04:30:58.833,197 / 462,177 / 409,04:30:47.647,9.3 Km/Hr,6:25 min/km
MARATHON,Male,1604,b94d0fed-8844-454e-ba57-622f3725a485,[img:flags/PH.gif],04:31:17.893,198 / 462,178 / 409,04:30:52.594,9.3 Km/Hr,6:25 min/km
MARATHON,Male,1672,3cd5dd99-980b-4e80-a194-b84ac698c917,[img:flags/RO.gif],04:31:21.554,200 / 462,179 / 409,04:31:15.105,9.3 Km/Hr,6:25 min/km
MARATHON,Male,1287,80dadb2e-263f-4ef9-9e02-85aa45173356,[img:flags/TD.gif],04:31:20.433,201 / 462,180 / 409,04:31:16.508,9.3 Km/Hr,6:25 min/km
MARATHON,Male,1639,adcdef99-bd59-48b0-b7ff-139efe9eca10,[img:flags/SA.gif],04:33:10.015,203 / 462,181 / 409,04:32:32.506,9.2 Km/Hr,6:27 min/km
MARATHON,Male,1547,8fcccf94-a1d8-44ff-9676-a65ef7caf5e4,[img:flags/SA.gif],04:32:52.388,204 / 462,182 / 409,04:32:41.478,9.2 Km/Hr,6:27 min/km
MARATHON,Male,1313,cf4434e2-2fd1-478a-9f85-215cc0c04d11,[img:flags/EG.gif],04:32:47.793,205 / 462,183 / 409,04:32:45.752,9.2 Km/Hr,6:27 min/km
MARATHON,Male,1430,f5a8231f-97a2-4ba1-8402-82ef9848b02b,[img:flags/SA.gif],04:33:02.414,206 / 462,184 / 409,04:32:52.676,9.2 Km/Hr,6:27 min/km
MARATHON,Male,1401,62cbd083-47a8-45e1-8af2-fa4c4537899c,[img:flags/SA.gif],04:33:07.499,207 / 462,185 / 409,04:33:04.999,9.2 Km/Hr,6:28 min/km
MARATHON,Male,1607,bbfb0751-9739-483b-915d-2956a91455bc,[img:flags/ZA.gif],04:33:19.085,208 / 462,186 / 409,04:33:14.563,9.2 Km/Hr,6:28 min/km
MARATHON,Male,1882,7c9f1eff-f66b-4fa1-ad37-27639ca9b692,[img:flags/FR.gif],04:34:03.190,209 / 462,187 / 409,04:33:47.881,9.2 Km/Hr,6:29 min/km
MARATHON,Male,1861,d218d581-fc93-4256-bd97-d91d8ea15bd4,[img:flags/EG.gif],04:33:50.408,210 / 462,188 / 409,04:33:49.043,9.2 Km/Hr,6:29 min/km
